Degree,Specialization,CGPA,Job_Role
M.Sc,Electronics,7.39,Senior Optometrist
M.Tech,Marine Engineering,7.38,Ship Maintenance
B.Tech,Biomedical Engineering,9.92,Bio-instrumentation Lead
M.Tech,Computer Science and Engineering,9.05,AI Engineer
B.Tech,Aerospace Engineering,7.6,Satellite Controller
B.Tech,Mechanical Engineering,8.48,Production Engineer
M.Sc,Physics,8.17,Physics Teacher
B.Tech,Petroleum Engineering,7.11,Site Supervisor
M.Tech,Electrical and Electronics Engineering,8.67,Power Systems Engineer
M.Tech,Information Technology,9.6,OT Technician
M.Sc,Medical Laboratory Technology,6.9,Phlebotomist
M.Sc,Chemistry,7.56,Pharmacologist
M.Tech,Electronics and Communication Engineering,6.2,Network Technician
B.Sc,Forensic Science,8.91,Forensic Pathologist
B.Sc,Physics,8.13,Physics Teacher
M.Sc,Operation Theatre Technology,6.5,Materials Scientist
M.Tech,Metallurgical Engineering,8.09,Lab Assistant
M.Sc,Operation Theatre Technology,9.47,Eye Consultant
B.Sc,Radiology,7.76,Radiology Technician
B.Tech,Electrical and Electronics Engineering,7.64,Electrical Engineer
M.Sc,Forensic Science,9.18,Forensic Pathologist
B.Sc,Statistics,6.49,Data Clerk
M.Tech,Biotechnology,8.84,Genetic Engineer
B.Tech,Marine Engineering,8.99,Naval Architect
B.Sc,Physics,9.21,Quantum Researcher
B.Sc,Nursing,9.26,Nurse Practitioner
B.Tech,Chemical Engineering,7.11,Safety Officer
M.Sc,Mathematics,7.72,Mathematics Professor
M.Sc,Medical Laboratory Technology,8.19,Medical Lab Technologist
M.Tech,Electronics and Communication Engineering,9.16,Pharmacologist
B.Tech,Marine Engineering,6.85,Power Systems Engineer
M.Sc,Optometry,7.56,Eye Consultant
B.Tech,Biotechnology,9.99,Genetic Engineer
M.Tech,Mining Engineering,6.4,Safety Inspector
B.Sc,Medical Laboratory Technology,8.61,Lab Director
M.Tech,Petroleum Engineering,9.38,Analytical Chemist
B.Sc,Operation Theatre Technology,8.17,OT Technician
M.Sc,Electronics,9.2,Circuit Designer
M.Tech,Computer Science and Engineering,7.18,Technical Support
M.Sc,Medical Laboratory Technology,8.65,Lab Director
B.Sc,Chemistry,6.15,Chemical Assistant
M.Tech,Metallurgical Engineering,7.0,Quality Control
B.Tech,Marine Engineering,7.35,Satellite Controller
B.Tech,Electronics and Communication Engineering,6.75,Network Technician
B.Tech,Petroleum Engineering,7.1,Site Supervisor
M.Tech,Marine Engineering,6.94,Ship Maintenance
M.Tech,Environmental Engineering,8.8,Sustainability Consultant
M.Sc,Mathematics,6.88,Data Entry Operator
B.Sc,Forensic Science,6.18,Evidence Custodian
M.Sc,Mathematics,8.22,Mathematics Professor
B.Tech,Aerospace Engineering,6.59,Quality Inspector
B.Tech,Chemical Engineering,8.81,Process Design Engineer
M.Tech,Chemical Engineering,6.32,Safety Officer
B.Tech,Information Technology,9.2,Cloud Architect
M.Tech,Computer Science and Engineering,8.22,Software Engineer
B.Tech,Aeronautical Engineering,9.65,Aerodynamics Specialist
M.Sc,Electronics,6.4,Testing Assistant
B.Tech,Electrical and Electronics Engineering,7.8,Electrical Engineer
B.Tech,Aerospace Engineering,6.48,Quality Inspector
M.Sc,Statistics,6.57,Data Clerk
B.Tech,Information Technology,6.06,Helpdesk Specialist
B.Sc,Optometry,9.4,Senior Optometrist
B.Tech,Metallurgical Engineering,9.11,Materials Scientist
B.Sc,Computer Science,9.24,Web Developer
M.Tech,Chemical Engineering,6.47,Safety Officer
M.Tech,Petroleum Engineering,6.36,Site Supervisor
M.Tech,Information Technology,9.93,Cloud Architect
M.Tech,Marine Engineering,8.18,Crime Scene Investigator
B.Sc,Dialysis Technology,6.92,Medical Lab Technologist
B.Sc,Physics,8.11,Physics Teacher
B.Sc,Nursing,6.6,Nursing Assistant
B.Sc,Statistics,8.57,Statistical Modeler
B.Sc,Medical Laboratory Technology,6.46,Phlebotomist
B.Tech,Petroleum Engineering,7.56,Drilling Engineer
M.Tech,Aerospace Engineering,6.76,Quality Inspector
M.Tech,Marine Engineering,7.88,Marine Engineer
M.Tech,Mechanical Engineering,9.02,Design Engineer
M.Tech,Textile Engineering,6.78,Textile Designer
B.Tech,Biomedical Engineering,7.74,Biomedical Engineer
B.Tech,Textile Engineering,6.27,Chief Anesthesia Tech
M.Tech,Metallurgical Engineering,9.59,Materials Scientist
B.Tech,Aeronautical Engineering,6.57,Technical Writer
B.Tech,Civil Engineering,7.39,Draftsman
B.Tech,Electronics and Communication Engineering,8.31,Electronics Engineer
M.Sc,Radiology,7.88,Radiology Technician
M.Tech,Aerospace Engineering,8.26,Satellite Controller
M.Sc,Anesthesia Technology,9.4,Chief Anesthesia Tech
M.Sc,Physics,7.94,Physics Teacher
M.Tech,Civil Engineering,8.2,Site Engineer
B.Tech,Biomedical Engineering,7.77,Biomedical Engineer
M.Sc,Forensic Science,8.1,Crime Scene Investigator
M.Tech,Environmental Engineering,6.18,Waste Manager
M.Sc,Chemistry,6.16,Medical Assistant
M.Tech,Metallurgical Engineering,9.58,Materials Scientist
M.Tech,Petroleum Engineering,7.28,Site Supervisor
B.Sc,Statistics,9.28,Statistical Modeler
M.Tech,Mechanical Engineering,8.5,Technical Writer
B.Tech,Information Technology,8.56,Solutions Architect
M.Tech,Marine Engineering,8.2,Waste Manager
B.Sc,Optometry,6.46,Optical Assistant
M.Tech,Marine Engineering,8.03,Marine Engineer
B.Sc,Forensic Science,9.72,Forensic Pathologist
M.Sc,Physics,6.24,Lab Technician
M.Tech,Aerospace Engineering,8.11,Satellite Controller
B.Tech,Civil Engineering,9.1,Urban Planner
M.Tech,Aerospace Engineering,6.39,Quality Inspector
B.Sc,Radiology,6.57,X-Ray Assistant
M.Tech,Metallurgical Engineering,6.29,Quality Control
M.Sc,Statistics,8.13,Survey Researcher
B.Tech,Chemical Engineering,7.45,Safety Officer
B.Tech,Biotechnology,8.37,Bioprocess Engineer
B.Tech,Textile Engineering,9.53,Fiber Scientist
B.Sc,Electronics,7.87,Hardware Repair Lead
B.Tech,Electronics and Communication Engineering,6.77,Network Technician
M.Tech,Electrical and Electronics Engineering,7.46,Maintenance Engineer
M.Tech,Marine Engineering,7.42,Ship Maintenance
M.Tech,Electronics and Communication Engineering,9.76,VLSI Engineer
B.Sc,Nursing,8.46,Registered Nurse
B.Sc,Electronics,9.97,Circuit Designer
B.Sc,Radiology,8.86,Senior Radiologist
B.Tech,Mechanical Engineering,6.74,Maintenance Technician
B.Tech,Information Technology,9.59,Cloud Architect
B.Sc,Statistics,6.08,Data Clerk
B.Sc,Medical Laboratory Technology,8.55,Lab Director
M.Tech,Electronics and Communication Engineering,6.62,Network Technician
B.Sc,Operation Theatre Technology,8.13,OT Technician
B.Tech,Metallurgical Engineering,6.29,Quality Control
B.Sc,Optometry,6.62,Optical Assistant
M.Tech,Metallurgical Engineering,8.75,Materials Scientist
B.Sc,Physics,8.75,Quantum Researcher
M.Tech,Environmental Engineering,9.91,Sustainability Consultant
B.Sc,Dialysis Technology,8.47,Dialysis Technician
M.Sc,Physics,9.57,Quantum Researcher
M.Sc,Medical Laboratory Technology,8.67,Lab Director
B.Sc,Physics,7.43,Lab Technician
B.Tech,Petroleum Engineering,7.85,Drilling Engineer
M.Tech,Mechanical Engineering,9.88,Design Engineer
M.Sc,Radiology,9.39,Senior Radiologist
B.Sc,Operation Theatre Technology,7.39,Surgical Assistant
M.Tech,Mechanical Engineering,7.76,Production Engineer
M.Sc,Medical Laboratory Technology,9.68,Lab Director
B.Sc,Chemistry,8.02,Pharmacologist
B.Tech,Marine Engineering,9.94,Naval Architect
B.Sc,Physics,8.23,Web Developer
M.Sc,Anesthesia Technology,8.3,Anesthesia Technician
B.Sc,Medical Laboratory Technology,10.0,Lab Director
M.Tech,Aerospace Engineering,9.33,Spacecraft Systems Engineer
M.Sc,Nursing,6.35,Nursing Assistant
M.Sc,Anesthesia Technology,7.16,Medical Assistant
M.Tech,Aerospace Engineering,7.72,Satellite Controller
M.Sc,Chemistry,9.63,Analytical Chemist
M.Sc,Nursing,6.24,Nursing Assistant
M.Tech,Mechanical Engineering,9.05,R&D Engineer
M.Sc,Anesthesia Technology,7.96,Maintenance Engineer
M.Sc,Computer Science,7.64,Systems Analyst
B.Tech,Mining Engineering,8.08,Extraction Engineer
M.Tech,Computer Science and Engineering,9.01,Data Scientist
B.Sc,Nursing,8.64,Nurse Manager
M.Tech,Metallurgical Engineering,7.39,Quality Control
B.Tech,Civil Engineering,6.03,Draftsman
B.Sc,Nursing,7.18,Nursing Assistant
B.Sc,Computer Science,7.6,Systems Analyst
M.Tech,Mining Engineering,7.75,Extraction Engineer
B.Tech,Aeronautical Engineering,7.85,Safety Officer
M.Sc,Physics,6.65,Lab Technician
M.Sc,Mathematics,9.71,Actuary
M.Sc,Optometry,7.62,Eye Consultant
M.Sc,Computer Science,6.55,Computer Instructor
B.Tech,Petroleum Engineering,6.01,Site Supervisor
B.Sc,Physics,8.14,Chemical Plant Operator
M.Tech,Civil Engineering,6.52,Draftsman
M.Sc,Anesthesia Technology,6.32,Process Design Engineer
B.Sc,Computer Science,8.41,Systems Analyst
M.Sc,Dialysis Technology,7.55,Dialysis Technician
B.Tech,Aeronautical Engineering,7.45,Technical Writer
B.Sc,Medical Laboratory Technology,6.92,Phlebotomist
M.Sc,Chemistry,9.98,Analytical Chemist
B.Sc,Electronics,8.94,Circuit Designer
M.Sc,Forensic Science,7.49,Evidence Custodian
M.Sc,Optometry,9.04,Senior Optometrist
B.Tech,Metallurgical Engineering,6.14,Quality Control
M.Sc,Computer Science,6.39,Computer Instructor
B.Tech,Computer Science and Engineering,7.63,Software Engineer
M.Tech,Civil Engineering,7.6,Site Engineer
M.Sc,Statistics,8.57,Statistical Modeler
M.Tech,Biomedical Engineering,7.0,Waste Manager
M.Tech,Metallurgical Engineering,7.62,Process Metallurgist
M.Tech,Textile Engineering,8.04,Production Manager
B.Tech,Aeronautical Engineering,7.93,Aircraft Maintenance Engineer
B.Tech,Textile Engineering,7.91,Senior Optometrist
B.Tech,Computer Science and Engineering,7.35,Technical Support
B.Sc,Physics,9.16,Quantum Researcher
B.Sc,Computer Science,6.63,Computer Instructor
M.Tech,Aeronautical Engineering,8.15,Aircraft Maintenance Engineer
B.Tech,Textile Engineering,9.64,Fiber Scientist
M.Sc,Dialysis Technology,7.73,Dialysis Technician
M.Tech,Metallurgical Engineering,8.69,Materials Scientist
M.Sc,Dialysis Technology,9.94,Dialysis Specialist
B.Tech,Environmental Engineering,9.79,Sustainability Consultant
B.Sc,Physics,7.34,Lab Technician
M.Sc,Radiology,7.96,Process Design Engineer
B.Tech,Aerospace Engineering,7.96,Satellite Controller
B.Sc,Physics,8.2,Reservoir Engineer
B.Tech,Textile Engineering,7.92,Production Manager
B.Sc,Nursing,8.67,Nurse Manager
B.Tech,Electrical and Electronics Engineering,8.35,Electrical Engineer
M.Tech,Civil Engineering,6.21,Draftsman
B.Sc,Medical Laboratory Technology,7.72,Medical Lab Technologist
B.Tech,Mining Engineering,9.6,Mine Manager
M.Sc,Mathematics,9.14,Actuary
B.Sc,Operation Theatre Technology,6.3,Marine Engineer
M.Sc,Statistics,6.3,Aircraft Maintenance Engineer
B.Tech,Electronics and Communication Engineering,6.1,Network Technician
M.Tech,Mechanical Engineering,9.94,R&D Engineer
M.Tech,Textile Engineering,7.03,Textile Designer
M.Sc,Radiology,8.13,Radiology Technician
B.Tech,Aerospace Engineering,7.99,Satellite Controller
B.Sc,Electronics,9.93,Circuit Designer
B.Sc,Statistics,9.01,Safety Inspector
B.Sc,Operation Theatre Technology,7.61,Surgical Assistant
B.Tech,Mining Engineering,8.78,Mine Manager
M.Tech,Chemical Engineering,7.72,Environmental Engineer
M.Tech,Computer Science and Engineering,6.41,Technical Support
M.Tech,Electrical and Electronics Engineering,7.69,VLSI Engineer
B.Tech,Petroleum Engineering,8.91,Reservoir Engineer
B.Sc,Computer Science,8.13,Systems Analyst
M.Sc,Medical Laboratory Technology,8.26,Medical Lab Technologist
B.Sc,Radiology,6.47,X-Ray Assistant
M.Tech,Aeronautical Engineering,6.78,Technical Writer
B.Tech,Metallurgical Engineering,8.41,Process Metallurgist
M.Sc,Optometry,9.84,Senior Optometrist
M.Tech,Civil Engineering,8.2,Site Engineer
M.Sc,Medical Laboratory Technology,7.39,Satellite Controller
M.Sc,Dialysis Technology,7.35,Health Aide
B.Sc,Anesthesia Technology,6.97,Medical Assistant
B.Tech,Information Technology,8.91,Solutions Architect
B.Tech,Petroleum Engineering,8.46,Drilling Engineer
B.Sc,Anesthesia Technology,9.73,Chief Anesthesia Tech
B.Tech,Aeronautical Engineering,8.91,Aerodynamics Specialist
M.Tech,Computer Science and Engineering,9.62,AI Engineer
B.Sc,Dialysis Technology,6.72,Health Aide
B.Sc,Medical Laboratory Technology,7.32,Electrical Engineer
M.Tech,Aeronautical Engineering,8.86,Aerodynamics Specialist
B.Tech,Aerospace Engineering,7.72,Satellite Controller
B.Tech,Computer Science and Engineering,7.92,Software Engineer
M.Sc,Physics,7.19,Lab Technician
M.Tech,Civil Engineering,6.39,Draftsman
B.Sc,Anesthesia Technology,8.88,Chief Anesthesia Tech
B.Tech,Aeronautical Engineering,6.78,Technical Writer
B.Tech,Chemical Engineering,9.01,Textile Designer
M.Tech,Textile Engineering,7.17,Textile Designer
B.Sc,Mathematics,8.53,Actuary
B.Sc,Nursing,7.31,Nursing Assistant
B.Tech,Mining Engineering,8.0,Computer Instructor
M.Tech,Computer Science and Engineering,6.34,Technical Support
B.Sc,Anesthesia Technology,9.87,Chief Anesthesia Tech
B.Sc,Dialysis Technology,6.1,Health Aide
M.Tech,Petroleum Engineering,9.62,Reservoir Engineer
B.Sc,Optometry,9.04,Senior Optometrist
B.Sc,Nursing,6.64,Site Engineer
B.Sc,Electronics,8.64,Circuit Designer
M.Tech,Metallurgical Engineering,7.92,Process Metallurgist
M.Tech,Aeronautical Engineering,7.03,Technical Writer
M.Tech,Electrical and Electronics Engineering,9.06,Power Systems Engineer
M.Sc,Dialysis Technology,9.23,Dialysis Specialist
B.Sc,Mathematics,7.54,Mathematics Professor
B.Tech,Metallurgical Engineering,8.29,Process Metallurgist
M.Sc,Operation Theatre Technology,8.31,OT Technician
M.Sc,Statistics,8.19,Survey Researcher
M.Tech,Environmental Engineering,6.36,Waste Manager
B.Sc,Mathematics,8.94,Actuary
B.Tech,Biotechnology,6.76,Lab Assistant
M.Tech,Electronics and Communication Engineering,6.88,Network Technician
B.Sc,Computer Science,8.04,Systems Analyst
B.Sc,Mathematics,9.0,Cryptographer
M.Tech,Environmental Engineering,9.21,Sustainability Consultant
M.Tech,Chemical Engineering,8.38,Chemical Plant Operator
M.Sc,Physics,7.77,Process Design Engineer
B.Sc,Operation Theatre Technology,8.43,OT Technician
B.Tech,Metallurgical Engineering,7.29,Quality Control
M.Sc,Mathematics,7.77,Mathematics Professor
B.Tech,Mechanical Engineering,7.12,Maintenance Technician
M.Tech,Aeronautical Engineering,6.65,Technical Writer
B.Sc,Chemistry,9.63,Analytical Chemist
B.Tech,Petroleum Engineering,9.8,Reservoir Engineer
M.Sc,Mathematics,6.25,Data Entry Operator
M.Tech,Textile Engineering,9.54,Fiber Scientist
M.Tech,Chemical Engineering,8.59,Textile Designer
M.Sc,Medical Laboratory Technology,8.88,Lab Director
M.Sc,Forensic Science,9.23,Forensic Pathologist
M.Sc,Radiology,6.99,X-Ray Assistant
M.Tech,Information Technology,9.0,Cloud Architect
M.Tech,Mining Engineering,8.73,Mine Manager
B.Tech,Information Technology,7.4,Helpdesk Specialist
B.Sc,Mathematics,8.72,Marine Engineer
B.Sc,Medical Laboratory Technology,9.24,Lab Director
M.Tech,Biomedical Engineering,7.84,Biomedical Engineer
B.Tech,Aeronautical Engineering,8.75,Aerodynamics Specialist
B.Tech,Information Technology,6.38,Helpdesk Specialist
B.Tech,Electronics and Communication Engineering,7.69,Electronics Engineer
B.Tech,Computer Science and Engineering,7.43,Technical Support
M.Sc,Electronics,6.6,Reservoir Engineer
B.Tech,Aeronautical Engineering,8.99,Aerodynamics Specialist
M.Sc,Mathematics,9.2,Actuary
B.Sc,Statistics,7.48,Data Clerk
B.Tech,Mechanical Engineering,6.98,Maintenance Technician
B.Tech,Chemical Engineering,7.67,Chemical Plant Operator
B.Tech,Mining Engineering,9.51,Mine Manager
M.Tech,Mining Engineering,8.54,Mine Manager
M.Sc,Operation Theatre Technology,6.58,Surgical Assistant
M.Tech,Mining Engineering,6.7,Electrical Engineer
B.Tech,Chemical Engineering,8.86,Process Design Engineer
M.Tech,Chemical Engineering,8.72,Chief Anesthesia Tech
B.Sc,Chemistry,6.99,Chemical Assistant
B.Sc,Physics,7.81,Physics Teacher
M.Tech,Chemical Engineering,9.24,Process Design Engineer
M.Sc,Operation Theatre Technology,7.83,OT Technician
B.Tech,Biotechnology,6.77,Pharmacologist
M.Sc,Forensic Science,6.62,Evidence Custodian
B.Tech,Textile Engineering,6.45,Textile Designer
B.Tech,Electronics and Communication Engineering,7.71,Analytical Chemist
M.Sc,Operation Theatre Technology,6.97,Surgical Assistant
B.Tech,Mining Engineering,8.95,Mine Manager
M.Tech,Biotechnology,6.19,Lab Assistant
M.Sc,Medical Laboratory Technology,9.35,Lab Director
M.Sc,Nursing,7.79,Registered Nurse
B.Tech,Mining Engineering,6.92,Drilling Engineer
M.Sc,Optometry,9.1,Senior Optometrist
M.Sc,Medical Laboratory Technology,8.44,Medical Lab Technologist
M.Tech,Metallurgical Engineering,9.2,Materials Scientist
M.Sc,Radiology,6.13,X-Ray Assistant
B.Sc,Operation Theatre Technology,9.0,OT Manager
M.Sc,Mathematics,9.95,Cryptographer
M.Tech,Biomedical Engineering,7.02,Equipment Technician
M.Tech,Civil Engineering,8.69,Urban Planner
B.Tech,Textile Engineering,7.76,Chemical Plant Operator
M.Sc,Nursing,7.26,Nursing Assistant
M.Sc,Chemistry,8.57,Analytical Chemist
M.Tech,Environmental Engineering,9.61,Sustainability Consultant
B.Tech,Metallurgical Engineering,6.15,Quality Control
M.Sc,Physics,8.67,Quantum Researcher
M.Sc,Operation Theatre Technology,8.2,OT Technician
B.Sc,Computer Science,6.78,Computer Instructor
B.Tech,Information Technology,9.92,Cloud Architect
B.Sc,Radiology,6.15,X-Ray Assistant
M.Sc,Electronics,8.71,Circuit Designer
M.Tech,Mechanical Engineering,7.32,Maintenance Technician
M.Tech,Electrical and Electronics Engineering,6.94,Maintenance Engineer
M.Sc,Chemistry,9.45,Analytical Chemist
M.Sc,Operation Theatre Technology,8.25,OT Technician
B.Sc,Operation Theatre Technology,9.21,OT Manager
B.Tech,Electrical and Electronics Engineering,9.82,Power Systems Engineer
B.Tech,Biotechnology,7.3,Lab Assistant
M.Sc,Radiology,9.86,Senior Radiologist
M.Tech,Computer Science and Engineering,6.56,Technical Support
B.Sc,Computer Science,7.31,Computer Instructor
B.Sc,Radiology,7.42,X-Ray Assistant
B.Sc,Medical Laboratory Technology,9.98,Lab Director
B.Sc,Mathematics,6.53,Data Entry Operator
M.Tech,Civil Engineering,9.83,Structural Engineer
M.Sc,Forensic Science,7.71,Crime Scene Investigator
B.Sc,Dialysis Technology,8.4,Dialysis Technician
B.Tech,Mining Engineering,6.1,Safety Inspector
M.Tech,Metallurgical Engineering,9.06,Materials Scientist
B.Tech,Textile Engineering,6.81,Textile Designer
M.Sc,Forensic Science,8.61,Forensic Pathologist
M.Sc,Anesthesia Technology,7.06,Medical Assistant
M.Tech,Biotechnology,8.56,Senior Scientist
B.Tech,Computer Science and Engineering,7.41,Technical Support
B.Tech,Mechanical Engineering,7.34,Maintenance Technician
B.Tech,Biotechnology,8.72,Evidence Custodian
B.Tech,Electronics and Communication Engineering,6.14,Network Technician
B.Sc,Nursing,7.04,Nursing Assistant
M.Tech,Biomedical Engineering,9.5,Bio-instrumentation Lead
B.Tech,Environmental Engineering,6.9,Waste Manager
B.Sc,Forensic Science,7.15,Spacecraft Systems Engineer
B.Sc,Dialysis Technology,8.81,Dialysis Specialist
B.Tech,Mining Engineering,9.9,Mine Manager
B.Sc,Electronics,6.23,Testing Assistant
B.Sc,Forensic Science,9.37,Forensic Pathologist
B.Tech,Marine Engineering,6.2,Maintenance Technician
B.Sc,Operation Theatre Technology,8.75,OT Manager
B.Tech,Electronics and Communication Engineering,6.63,Network Technician
M.Tech,Aeronautical Engineering,8.34,Aircraft Maintenance Engineer
